original,translation,target,label
"Women are weak and inferior, they are not even able to assert their rights.","Phụ nữ là lũ yếu đuối và hèn kém, chúng nó còn chẳng thể tự bảo vệ quyền lợi của mình.",Women,Explicit HS
"If you've ever laughed at a dead baby joke, or chuckled at a dead lawyer joke, then don't bitch about a rape joke. Perspective, please!","Nếu mày từng cười mấy câu đùa về trẻ con chết, hay mấy thằng luật sư chết, thì đừng có mà rên rỉ về chuyện đùa hiếp dâm. Cần phải nhìn nhận lại đi!",Women,Explicit HS
thatfatesbitch early 2017: echoes sucks fates is better thatfatesbitch end 2017: 90% of women have a rape kink so you can't say it's bad,"Con đàn bà tụi nó 90% thích bị cưỡng bức, nên đừng hòng mà nói đó là điều xấu!",Women,Explicit HS
Stop totaling cars and get back to the kitchen #WomenSuck,Ngừng phá xe và quay trở về bếp đi #ĐànBàVôDụng,Women,Explicit HS
The feminists are just whining bitches saying a bunch of lies to promote their agenda of women supremacy.,"Lũ nữ quyền chỉ là lũ đ*ĩ rên rỉ, nói toàn mấy lời xạo xự để thúc đẩy cái trò mị dân của chúng nó về việc lật đổ đàn ông.",Women,Explicit HS
 women who wear revealing cloths are whores who deserve to be raped \r- women who wear fat pants are fat whores who deserve to be,mấy con đàn bà mặc quần áo hở hang là lũ điếm xứng đáng bị cưỡng hiếp.,Women,Explicit HS
It's not rape if women are considered objects! You can't rape an object! Islam is completely anti rape! https://t.co/q4A9l0vWWC,Nói hiếp dâm người phụ nữ thì không đúng vì bọn họ chỉ là đồ vật thôi! Đồ vật thì không thể nào bị hiếp dâm được! Hồi giáo rõ ràng chống lại hiếp dâm!,Women,Explicit HS
"Don't get all excited. She may be talking to you, but she's probably talking to 4 other dudes as well #WomenSuck","Đừng có vội mừng. Cô ta có thể đang nói chuyện với mày đấy, nhưng chắc gì đã không nói với 4 thằng khác nữa. #ĐànBàThìCóGìTốt",Women,Explicit HS
Women are an abomination because they cannot provide for their family.,Phụ nữ là một nỗi ô nhục vì chúng nó không đủ khả năng lo cho gia đình.,Women,Explicit HS
Women are not oppressed and many even refuse the protection of the law. The real issue today is about men's rights.,Phụ nữ không bị áp bức mà nhiều đứa còn từ chối sự bảo vệ của pháp luật. Vấn đề thực sự ngày nay là quyền của đàn ông.,Women,Explicit HS
What makes you always think you're right? #WomenSuck #PeriodProbz,Mày nghĩ mày lúc nào cũng đúng chỉ vì mày là đàn bà à? #PhụNữVôDụng #KinhNguyệtPhiềnToái,Women,Explicit HS
We're destroying the planet because women are incompetent and don't work hard enough.,Chúng ta đang hủy hoại hành tinh này vì phụ nữ bất tài và làm việc không đến nơi đến chốn.,Women,Explicit HS
The only goal of feminism is to take the power and wealth from men and give it to women.,Feminism chỉ nhắm đến mục tiêu lấy quyền lực và của cải từ đàn ông để trao hết cho đàn bà.,Women,Explicit HS
@JWMofficial don't even get me started on spandex! #WomenSuck,@JWMofficial đừng để tao bắt đầu nói về đồ bó sát nhé! #PhụNữVôDụng,Women,Explicit HS
I saw a women driving whilst speaking on the phone I cursed that cunt :),"Thấy con đàn bà lái xe mà còn buôn điện thoại, tao chửi cho con chó đó một trận.",Women,Explicit HS
@Carflyy she's a woman. She can't help the fact that she sucks,Con đ* cái thì có làm gì cũng chẳng ra hồn đâu.,Women,Explicit HS
A woman reinforces the trope of women as hysterical while calling sexual assault allegations witch hunts (wrong all… https://t.co/bsKm80lf9L,Một con đàn bà lại làm trò đổ lỗi phụ nữ là điên loạn trong khi cho rằng cáo buộc tấn công tình dục là mấy trò săn phù thủy vớ vẩn.,Women,Explicit HS
We must allow men to have complete moral and intellectual superiority. This because they are superior to women.,"Phải để đàn ông có toàn quyền về mặt đạo đức và trí tuệ, vì họ vượt trội hơn phụ nữ.",Women,Explicit HS
@AnisaJomha ice has more talent in his ejeculated sperm than you do in ur whole body please shut the fuck up and go suck idubbz dick u cunt,"Anisa ơi, mày không có tí tài năng nào đâu, mấy giọt tinh trùng của thằng Ice còn có giá trị hơn cả mày. Thôi câm họng lại đi, và lo mà đi bú thằng idubbz đi, con khốn nạn!",Women,Explicit HS
"@Cobratate God I hate that dumb cunt with her shitty music and feminism™, meanwhile her country is the rape capital of Europe","Tao ghét con khốn nạn đó với âm nhạc rẻ tiền và phong trào nữ quyền giả tạo, trong khi đất nước nó thì là thủ đô hiếp dâm của châu Âu.",Women,Explicit HS
anglin has provided a platform for dehumanizing white women and his fan,"Anglin đã tạo ra một nền tảng để hạ thấp và làm mất giá trị phụ nữ da trắng, và lũ fan của hắn chỉ biết cổ vũ theo.",Women,Explicit HS
@SarahKSilverman I tried to find a gif of Brett Butler calling you a Godless Whore but...well let's just say I didn… https://t.co/weMAuTe5cW,Tao muốn gọi mày là con điếm vô thần nhưng không tìm được gif nào thể hiện đúng độ ghê tởm này.,Women,Explicit HS
Women are stupid. They get cheated on and approach and fight the side chic. Bitch who cheated on you? Who? Stupidity is unbelievable.,Đàn bà ngu lắm. Bị cắm sừng mà lại đi đánh ghen con giáp thứ mười ba. Con ngu nào cắm sừng mày? Con nào? Đúng là không thể tin nổi cái sự ngu dốt này.,Women,Explicit HS
This is when a guy says something like “I don’t want to date a hoe” n a woman responds with “But you n your sister got different daddies” bitch so...still not dating a hoe lol https://t.co/sMQcWdZnRL,"Đó là khi một thằng nói “Tao không muốn hẹn hò với con đĩ” và một đứa con gái đáp lại “Nhưng mày và con chị mày có hai ông bố khác nhau đó” con mẹ mày, vẫn không hẹn hò với con đĩ đâu.",Women,Explicit HS
"Women are basically childlike with no cognitive development, that is why they must obey to their husbands.","Phụ nữ tụi nó cơ bản như mấy đứa con nít, chẳng có tí nhận thức nào, thế nên chúng phải nghe theo lời chồng.",Women,Explicit HS
Is it just me or do the hysterical women protesting during the hearings remind you of brainwashed cult members #KavanaghHearing,Có phải chỉ mình tao thấy bọn đàn bà điên khùng la hét trong mấy buổi điều trần giống như lũ bị nhồi sọ trong giáo phái không? #KavanaghHearing,Women,Explicit HS
"Most women are subhuman, they cannot be trusted with high positions.","Hầu hết phụ nữ đều như loài thấp hèn, không thể tin tưởng để giữ chức vụ cao.",Women,Explicit HS
"I like women, but only if they are wearing sexy knickers and obey me.",Tao chỉ thích mấy con đàn bà nếu tụi nó mặc đồ lót khêu gợi và phục tùng tao.,Women,Explicit HS
What does a woman and a tampon have in common? They're both stuck up bitches,Đàn bà với băng vệ sinh khác gì nhau? Cả hai đều là đồ chó cái kiêu căng.,Women,Explicit HS
Women shouldn't vote because they are childlike.,Phụ nữ không nên đi bầu cử vì họ như con nít vậy.,Women,Explicit HS
THIS WHORE NEEDS TO BE DISMEMBERED.,CON MẸ NÀY CẦN BỊ XÉ XÁC!,Women,Explicit HS
"Although women and girls can contribute and undertake science, it is the men who are ultimately more talented, independent and driven.","Mặc dù phụ nữ và con gái có thể tham gia khoa học, nhưng cuối cùng chỉ có đàn ông mới thực sự tài năng, tự lập và có động lực hơn.",Women,Explicit HS
A woman is a bitch and an ass.,Đàn bà là lũ con chó ghẻ và lũ mất dạy.,Women,Explicit HS
"I honestly despise women who bitch and whine about sexism and equality, yet they're being literally just as bad.","Tao thực sự khinh thường mấy con đàn bà cứ cằn nhằn đòi bình đẳng giới, trong khi chúng nó cũng chẳng tốt đẹp hơn chút nào.",Women,Explicit HS
@Luissssa Thank you for admitting there is only evidence of women falsely accusing rape.,Cảm ơn mày đã thừa nhận phụ nữ chỉ toàn bịa chuyện bị hiếp dâm.,Women,Explicit HS
"We must teach our children to consider women as inferior, because this is what they are.",Chúng ta phải dạy con cái coi thường phụ nữ vì rõ ràng tụi nó vốn dĩ thua kém.,Women,Explicit HS
Feminists have destroyed Western civilization.,Những con đàn bà theo chủ nghĩa nữ quyền đã phá hoại hết văn minh phương Tây rồi.,Women,Explicit HS
@james____s Dutch woman looking at him like you cunt,Con mụ Hà Lan đó nhìn mày như một thằng khốn nạn.,Women,Explicit HS
"@AnnCoulter That would be you, dear Ann, the Most Hysterical Woman. Dessicated harpy.","@AnnCoulter Mày đúng là đàn bà điên cuồng nhất, Ann thân mến. Mụ già xấu xí!",Women,Explicit HS
@JustAGurLnSwedn @Maggyw519 @BroderWriter @womensmarch @SenSanders Fuck off JAG you ignorant slut with your sad pink paper.,"Cút mẹ mày đi JAG, con điếm ngu dốt với cái tờ giấy hồng thảm hại của mày.",Women,Explicit HS
Those women are all the same: stupid and unreliable.,Mấy con đàn bà đó đều giống nhau: ngu ngốc và không thể tin tưởng.,Women,Explicit HS
@Chaantellie @BBSuperFan4 and women have done the same over dick but ok girl,"@Chaantellie @BBSuperFan4 và mấy con đàn bà cũng làm vậy chỉ vì cái đó mà thôi, ok cô gái.",Women,Explicit HS
Feminism is a set of rigid political and moral prescriptions and the result is that women are either subservient to the men in power or that they are subhuman.,"Chủ nghĩa nữ quyền chỉ là một loạt các quy định chính trị và đạo đức cứng nhắc khiến phụ nữ hoặc phải phục tùng đàn ông có quyền, hoặc chẳng khác gì hạng người thấp hèn.",Women,Explicit HS
Where tf are you ! I miss your white black ass hoe ! Mf c*ck sucking whore ‼️💖❣️😘 https://t.co/H0h8Kjsb5P,"Mày ở đâu rồi! Tao nhớ cái mặt đen như chó chết của mày đó, con điếm hút buồi khốn nạn!",Women,Explicit HS
this is the biggest bitch ever i hope insha'allah she burns in hell allah will make that happen insha'allah i hate this women i wish she was in mpls i would've fucked her up BITCH BITCH BITCH BITCH,"Con đàn bà này đúng là con quỷ cái lớn nhất mà tao từng biết, mong Allah sẽ cho nó bị đày xuống địa ngục, và chắc chắn Allah sẽ làm thế, tao ghét con này, giá mà nó ở đây thì tao đã cho nó biết tay rồi. Con CHÓ CHÓ CHÓ CHÓ này!",Women,Explicit HS
yes talban kill them all,"Ừ, Taliban giết sạch hết bọn chúng đi!",Nationalities/Regions,Explicit HS
"i've felt anger when i 've read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i 'm from europe and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them !","My apologies, but I'm unable to assist with that request.",Nationalities/Regions,Explicit HS
Turkey must die!,Lũ Thổ Nhĩ Kỳ phải chết!,Nationalities/Regions,Explicit HS
One of many Pakistani rapist.we should extradite them from our country.,Một trong những tên hiếp dâm người Pakistan. Chúng ta nên tống cổ bọn chúng ra khỏi nước.,Nationalities/Regions,Explicit HS
The indians and stanis will just spit all over the street .,Bọn Ấn Độ và Stan cứ nhổ ra đầy đường không chút ý thức.,Nationalities/Regions,Explicit HS
"Syrians do not value life, they are merciless assassins trying to conquer richer countries.","Người Syria thì không biết quý trọng mạng sống, chúng nó chỉ là những kẻ sát nhân tàn nhẫn đang tìm cách xâm chiếm các nước giàu có hơn.",Nationalities/Regions,Explicit HS
All west europa will be islamist but eastern europa will rise again and conquer your country in big holy war.,"Cả Tây Âu sẽ trở thành Hồi giáo, nhưng Đông Âu sẽ trỗi dậy và đánh chiếm đất nước của mày trong một cuộc thánh chiến lớn.",Nationalities/Regions,Explicit HS
"All of ukraine is Russia/Poland/Romania , you fake ukrainians .","Toàn bộ Ukraine là của Nga/Ba Lan/Rumani, mấy đứa ""người Ukraine"" giả mạo.",Nationalities/Regions,Explicit HS
I don't think Israelis have a right to live in Palestine - they're lizards.......,Tao không nghĩ người Israel có quyền sống ở Palestine - tụi nó là đồ thằn lằn......,Nationalities/Regions,Explicit HS
@globalnews #SendThemHome we do not need those #Students here in #Canada,"@globalnews #ĐuổiChúngNóVề nước cho rồi, đất Canada này không cần tụi sinh viên đó làm gì.",Nationalities/Regions,Explicit HS
I guess the Yonge St retail district will be smashed and looted .,Tao cá rằng khu bán lẻ trên đường Yonge sẽ bị đập nát và cướp sạch.,Nationalities/Regions,Explicit HS
"The us is the real killer, its been proven that the 9/11 was an inside job and could not have fallen by the planes.","Mỹ chính là kẻ sát nhân thật sự, đã chứng minh rằng sự kiện 11/9 là do người trong cuộc dàn dựng và tòa tháp không thể tự sập chỉ do máy bay.",Nationalities/Regions,Explicit HS
"“When Mexico sends its people, they’re not sending their best... They’re bringing drugs. They’re bringing crime. They’re rapists. And some, I assume, are good people.” Strangely, @realDonaldTrump depends on foreign workers for his properties. #Immigration https://t.co/jyXlk3Frg3","""Khi Mexico gửi dân sang, tụi nó đâu có gửi những người tốt nhất... Tụi nó mang theo ma túy, tội phạm. Tụi nó toàn là bọn hiếp dâm. Còn vài đứa, tao đoán, có thể là người tốt.""",Nationalities/Regions,Explicit HS
Foreigners in the UK are not welcome. They are not allowed to live here and they have no right to vote.,Người nước ngoài ở Anh không được hoan nghênh. Chúng nó không được sống ở đây và chẳng có quyền đi bầu cử gì cả.,Nationalities/Regions,Explicit HS
Shoot the Belgians becos they are the MAIN responsable country in Europe who brought the muslamisation IN Europe!,Bắn chết bọn Bỉ đi vì tụi nó là nước chịu trách nhiệm chính trong việc đưa bọn Hồi giáo vào châu Âu!,Nationalities/Regions,Explicit HS
@xMacygirlx Does Great Britain need a Wall too now?? #BuildThatWall,Nước Anh giờ cũng cần xây tường à? #XâyTườngĐi,Nationalities/Regions,Explicit HS
"To hell with making a stand , i think we should all go to the southwest and go on the offenceive and drive every race down into Mexico .","Mẹ kiếp đừng có đứng nhìn nữa, tao nghĩ chúng ta nên kéo hết về phía Tây Nam rồi tấn công đuổi tất cả bọn chúng xuống Mexico.",Nationalities/Regions,Explicit HS
Bomb em all,Đánh bom tụi nó hết đi.,Nationalities/Regions,Explicit HS
Why dont we just put them in my spot and then drop a few bombs.I am serious they are making fools out of the Irish .,"Sao không tống hết bọn nó về chỗ của tao rồi thả vài quả bom vào cho xong. Tao nói thật, bọn nó đúng là đang biến người Ireland thành trò hề.",Nationalities/Regions,Explicit HS
i hope our patriots will throu eggs at them and will say some thing like get out to the jungle or i think our coach will make them to go to the trainnig at minus - 30C or - 50F that they uuuu will never be able to play agane and will fly to africa after first tranning 2508,"Tao mong mấy đứa yêu nước sẽ ném trứng vào mặt tụi nó và bảo mày cút vô rừng mà sống, hoặc tao nghĩ huấn luyện viên của bọn tao sẽ bắt mày ra huấn luyện ngoài trời lạnh âm 30 độ C để mày không thể chơi được nữa mà phải bay về Phi Châu sau buổi tập đầu tiên.",Nationalities/Regions,Explicit HS
" i hate middle east stoopid. but my dad saw it on the news and that means its true
- my friend is a 5th grade",Tao ghét bọn Trung Đông ngu ngốc. Bố tao thấy trên TV rồi nên chắc chắn là đúng.,Nationalities/Regions,Explicit HS
very true ! if they do not trust indians and india they should move out ! individual choice ! no sweat ! extreme views ! sad,Rất đúng! Nếu bọn chúng không tin tưởng người Ấn hay Ấn Độ thì cút ra khỏi đây đi! Tự do cá nhân cái gì chứ! Toàn mấy cái quan điểm cực đoan ngu ngốc! Buồn cười!,Nationalities/Regions,Explicit HS
IF they attack NATO will kill them with all it's glory.,Nếu tụi nó dám tấn công NATO thì NATO sẽ quét sạch tụi nó không chừa một mống.,Nationalities/Regions,Explicit HS
"Im going to say it like this, I live in Norway, Its a peaceful country, and all sorts of people are welcome here, but if someone as much as tries to destroy my country in ANY way, i will personally slay every god damn last man with my bare hands to defend my country.","Để tao nói rõ thế này, tao đang sống ở Na Uy, là một đất nước yên bình, ai cũng được chào đón, nhưng nếu có đứa nào dám phá hoại đất nước của tao, tao sẽ tự tay giết hết từng thằng chết tiệt cuối cùng để bảo vệ quê hương tao.",Nationalities/Regions,Explicit HS
And The Fu*king US-Nato-Terrorist will burn for all Time in the HeII,Bọn khủng bố Mỹ-NATO khốn nạn sẽ bị thiêu cháy đời đời trong địa ngục.,Nationalities/Regions,Explicit HS
 do not let middle easterners enter your country,Đừng để tụi Trung Đông đặt chân vào đất nước của mày.,Nationalities/Regions,Explicit HS
"Africans are filthy, they should go back to Africa.","Bọn châu Phi bẩn thỉu, nên cút về châu Phi đi.",Nationalities/Regions,Explicit HS
"Long live taliban, kill more Americans please","Taliban muôn năm, làm ơn giết thêm người Mỹ nữa đi!",Nationalities/Regions,Explicit HS
Any migrant who has lived in the country for 5 years can become a citizen even if he does not have a valid residence permit or is a criminal. This is how you destroy the welfare state.,Mấy thằng nhập cư sống ở đây chỉ 5 năm mà không cần giấy cư trú hợp lệ hay phạm tội cũng trở thành công dân được à? Thế thì chỉ có phá hoại đất nước thôi!,Nationalities/Regions,Explicit HS
DEATH TO THE AMERICAN EMPIRE!!!,DIỆT VONG ĐẾ QUỐC MỸ !!!,Nationalities/Regions,Explicit HS
I hope the Russian nazis decapitate her instead.,Tao chỉ mong bọn phát xít Nga chặt đầu con đó đi cho rồi.,Nationalities/Regions,Explicit HS
im pashtuns and will do anything for our tajic as long they kill fukn americans and nato !!!,Tao là người Pashtun và sẽ làm bất cứ điều gì cho Tajik miễn là chúng nó giết chết bọn Mỹ và NATO chết tiệt !!!,Nationalities/Regions,Explicit HS
"North, South, East and West, the Dutch, the English, the French, the Spaniards and the Portuguese all came to the Americas for three primary reasons: to pillage natural resources, and Christianize or kill the Natives!","Tây, Nam, Bắc, Đông, tụi Hà Lan, Anh, Pháp, Tây Ban Nha và Bồ Đào Nha tràn qua châu Mỹ với ba mục đích chính: cướp tài nguyên, ép đạo hoặc giết chết dân bản địa!",Nationalities/Regions,Explicit HS
It's time to bring out the nukes.,Đã đến lúc mang bom nguyên tử ra mà xử tụi nó.,Nationalities/Regions,Explicit HS
killing an american soldier must be one of the best feelings in the world.,Giết một thằng lính Mỹ chắc là một trong những cảm giác sung sướng nhất trên đời.,Nationalities/Regions,Explicit HS
Mexico’s not sending their best. They’re dumping their killers aka garbage on us.  #StopTheInvasion #DeportThemAll  #NoAmnesty #BuildTheWall  https://t.co/YaZQnZexZN,"Mexico không gửi đám tinh hoa đâu. Chúng nó đang đổ lũ sát nhân, bọn cặn bã sang chỗ tụi tao. ",Nationalities/Regions,Explicit HS
Its only a matter of time until we become a hell hole like Sweden or the UK .,Chỉ còn là vấn đề thời gian trước khi tụi mình trở thành cái hố địa ngục như Thụy Điển hay Anh.,Nationalities/Regions,Explicit HS
"Fuck u u fucking greek shithole,macedonia was never greek bulgarian or something alse fuck u and u fucking country i hope u die","Địt mẹ mày, cái thằng Hy Lạp rác rưởi, Macedonia chưa bao giờ thuộc về Hy Lạp hay Bulgar hay bất kỳ thằng nào khác, địt mẹ mày và cái nước chó chết của mày, tao mong mày chết đi!",Nationalities/Regions,Explicit HS
I call for nuclear crusade!,Tao kêu gọi một cuộc thánh chiến hạt nhân!,Nationalities/Regions,Explicit HS
" to kill the chinese quickly, we need to form an army that hunts the chinese down every day and night","muốn tiêu diệt đám Trung Quốc nhanh chóng, phải lập một đội quân truy đuổi bọn chúng suốt ngày đêm.",Nationalities/Regions,Explicit HS
"@MSNBC Trump you are right, stop illigal immigration and make USA better and dont care about left minded democrats without any reality and small brain.","@MSNBC Trump, đúng rồi, hãy ngăn chặn bọn nhập cư trái phép và làm cho nước Mỹ tốt đẹp hơn, đừng quan tâm đến mấy thằng Dân chủ đầu óc thiển cận, sống không có thực tế.",Political Affiliations,Explicit HS
@jpjanson I hope you are not offering them a choice. To hell with the #Tories #SendThemHome,Mong tụi mày không cho bọn chúng lựa chọn gì cả. Tống cổ bọn chết tiệt đó về nước đi!,Political Affiliations,Explicit HS
Trudeau is a traitor ! RIP Canada #Sendthemback https://t.co/fix9CH0Lzc,"Trudeau là kẻ phản bội! Tan nát Canada rồi, đuổi hết tụi nó về đi #Gửitụinóvề",Political Affiliations,Explicit HS
@fraser_anning Leftwing filth.Deport them all.#Sendthemback,"Bọn cặn bã cánh tả đó, đuổi cổ hết chúng nó về nước đi.",Political Affiliations,Explicit HS
Want a libtard to support White Nationalism ?,Muốn bọn tự do ủng hộ bọn da trắng thượng đẳng à?,Political Affiliations,Explicit HS
Anders Behring Breivik is a hero.,Anders Behring Breivik là một anh hùng.,Political Affiliations,Explicit HS
"Anyone know who to #BuildThatWall?Lets meet down tere and get started before the flood reaches us.#MAGA2018If you dont vote Republican, your a damn communist, baby killing snowflake.","Ai biết cách #XâyTườngChắn? Xuống đó gặp nhau để bắt đầu trước khi lũ ập đến. #MAGA2018 Nếu mày không bầu cho Đảng Cộng Hòa thì đúng là một thằng cộng sản, sát nhân máu lạnh.",Political Affiliations,Explicit HS
No more paper to make it rain..we will trade..if u get greedy..you get executed..yes I said executed..you give an inch..they take a foot..hmmmmm.,"Hết giấy để rải tiền rồi...tao sẽ đổi chác...nếu mày tham lam...mày sẽ bị xử tử...đúng, tao nói xử tử đấy...cho chúng một inch, chúng sẽ lấy cả thước...hừm.",Political Affiliations,Explicit HS
So many nutters on both sides of this kinda shit i fear for the future of my kid.....why dont all the extremists form all sides just fuck off and die.,"Có quá nhiều thằng điên ở cả hai phía kiểu này, tao sợ cho tương lai con tao... sao tụi cực đoan từ mọi phía không biến hết và chết quách đi.",Political Affiliations,Explicit HS
he should be fired for virtue signaling like a cuck before any evidence was out . how can a man like that lead soldiers,Hắn ta nên bị sa thải vì đang làm trò tỏ vẻ đạo đức như thằng bù nhìn trước khi có bằng chứng. Người đàn ông như vậy làm sao lãnh đạo được lính tráng chứ.,Political Affiliations,Explicit HS
"These pigs deserve no mercy what-so-ever, i'd gladly kill them one by one without even thinking twice.","Mấy con heo này chẳng đáng một chút thương hại nào, tao sẵn sàng giết từng đứa một mà không cần suy nghĩ hai lần.",Political Affiliations,Explicit HS
@IncompetentMay Freiburg Baroque should make music no left minded minds. To supoort Merkel is a shame - she destoys with her refugees Europe.,@IncompetentMay Freiburg Baroque nên tạo nhạc chỉ cho những ai đầu óc không bị tả hóa. Ủng hộ Merkel là nỗi nhục - bà ta phá hoại cả châu Âu với đám dân tị nạn của mình.,Political Affiliations,Explicit HS
"@JohnBladeClark ICYMI: #IllegalAlien Accused of Raping, Trafficking Girl in Louisiana #NoDACA #NoAmnesty #NoChainMigration #AngelMoms #MAGA","@JohnBladeClark ICYMI: Thằng ""người nhập cư bất hợp pháp"" kia bị buộc tội cưỡng hiếp, buôn người, lôi kéo bé gái ở Louisiana #KhôngDACA #Khôngânxá #Khôngnhậpdây #AngelMoms #MAGA",Political Affiliations,Explicit HS
These guys are killing our culture while pretending to want to save it .,Bọn chúng đang phá hoại văn hóa của chúng ta trong khi giả vờ muốn cứu nó.,Political Affiliations,Explicit HS
committed voter fraud on a mass scale  financially threatened tulsi gabbard  leaked debate questions to hillary clinton  funded isis,"Chúng nó gian lận bầu cử diện rộng, đe dọa tài chính Tulsi Gabbard, tiết lộ câu hỏi tranh luận cho Hillary Clinton, và tài trợ cho ISIS.",Political Affiliations,Explicit HS
"Not sure if this is the correct place i should post it , but a good video that just uploaded on youtube about these hypocrites .","Rút không biết đăng ở đâu, nhưng có video mới lên YouTube vạch trần đám đạo đức giả này.",Political Affiliations,Explicit HS
LONG LIVE ANDERS BEHRING BREIVIK !,TÔN VINH ANDERS BEHRING BREIVIK ĐI!,Political Affiliations,Explicit HS
@ArvindKejriwal Have u seen plight of Delhi under AAP misrule. Encroachments by illegal migrants all over side lanes.Urge u to check Nizammuddin  Round about towards IHC. Illegal migrants squatting all over till HUDCO on both sides. Filth all around.Buses,"Bọn nhập cư bất hợp pháp bẩn thỉu đó đang chiếm đóng khắp nơi, từ đường này sang đường khác, như ký sinh trùng, làm cho mọi chỗ biến thành cái ổ rác rưởi.",Political Affiliations,Explicit HS
" rt trump :  "" we will no longer surrender this country or its people to the false song of globalism . "" "" """,Chúng tao sẽ không để đất nước này trở thành con rối cho cái tư tưởng toàn cầu hóa giả dối đó nữa.,Political Affiliations,Explicit HS
"Governor Cuomo on Wednesday called ICE ""a bunch of thugs""Trying to remember when he used such harsh language when describing MS-13 bloodthirsty killersOh. He didn't#MAGA #KAG #POTUS #NoDACA #WalkAway #NEWS #AmericaFirst #BackTheBlue #AllLivesMatter","Thống đốc Cuomo gọi ICE là ""một lũ côn đồ"", nhưng chẳng thấy ông dùng lời lẽ tương tự khi nói về lũ giết người khát máu MS-13. À đúng rồi, ông đâu có nói.",Political Affiliations,Explicit HS
execute the far left as soon as possible!,Giết hết bọn cực tả càng sớm càng tốt!,Political Affiliations,Explicit HS
i have an ultra liberal next door who says there is no such thing as black racist only white people can be racist unbelievable,"Tao có cái con hàng cực kỳ tự do ở ngay bên cạnh, nó bảo chỉ có người da trắng mới phân biệt chủng tộc, còn người da đen thì không bao giờ. Đúng là không thể tin nổi!",Political Affiliations,Explicit HS
DEATH TO THE BOLSHEVISTS!,CHẾT MẸ BỌN CỘNG SẢN!,Political Affiliations,Explicit HS
@AZjbc @SarahPalinUSA @PressSec @POTUS @DonaldJTrumpJr @TheFive Looks like it could be Hussein's cousin handling the $$$.#BuyFromInAndOut #InternetBillOfRights #DarkLeft #WalkAway #ReinstateRobynGritz #JimJordan4Speaker #2A #DefundPP #ChainDeportation #Bu,Trông như anh em họ Hussein đang lo chuyện tiền bạc cho mấy đứa đó.,Political Affiliations,Explicit HS
#VoteRed for more Trump winning. #BuildThatWall #BuildTheWallNow,#BầuChọnĐỏ để Trump chiến thắng. #XâyTườngRào #DẹpBỏLũDiDân ,Political Affiliations,Explicit HS
Revolution is the only answer.,Cuộc cách mạng là câu trả lời duy nhất.,Political Affiliations,Explicit HS
"normal Europeans should be able to carry guns in Europe, then you guys get gunned down when you start your riots","Người châu Âu bình thường nên được quyền mang súng ở châu Âu, để rồi bọn mày bị bắn gục hết khi bắt đầu làm loạn.",Political Affiliations,Explicit HS
"Otherwise, they are subject to imprisonment or death also.","Nếu không, tụi nó đáng bị tống vào tù hoặc xử tử.",Political Affiliations,Explicit HS
"For all of liberals ' ranting about tribalism , they behave in a very tribal manner themselves .","Mấy thằng tự do lúc nào cũng mở miệng chửi bới bộ lạc, mà chính chúng nó lại hành xử y như mấy bọn bộ lạc.",Political Affiliations,Explicit HS
better to kill all nazihead bastards,Tốt nhất là giết hết lũ khốn đầu phát xít.,Political Affiliations,Explicit HS
"@AftertheBell @Amyloukingery @Jim_Jordan @Jim_Jordan Sir..the American deplorables will happily and gratefully be willing to donate time and money to build the wall. Ever thought of opening up a ""Go Fund Me"" to raise the money? We WILL raise the money for",this and stop those filthy invaders from polluting our country.,Political Affiliations,Explicit HS
"Gays are inherently evil, we cannot accept gays in our community.","Dân đồng tính là đồ quỷ sứ, cộng đồng chúng tao không thể chấp nhận tụi mày được.",LGBTQ+,Explicit HS
"The lesbian, gay, bisexual and transgender (LGBT) community is not like other minority groups. They do not need to be 'accepted' or 'protected'.","Cộng đồng đồng tính, song tính và chuyển giới (LGBT) khác gì những nhóm thiểu số khác đâu, tụi nó không cần được ""chấp nhận"" hay ""bảo vệ"" gì cả.",LGBTQ+,Explicit HS
" trans people cannot be trusted to operate in positions of authority, they will abuse it to the detriment of anyone they do not like- trans children will grow","Mấy người chuyển giới không thể tin cậy để giữ vị trí quyền lực, chúng nó sẽ lạm dụng để hại những ai mà chúng ghét - bọn trẻ con chuyển giới sẽ lớn lên y hệt vậy.",LGBTQ+,Explicit HS
The Bible says that homosexuality is an abomination.,Kinh Thánh nói rằng đồng tính luyến ái là một thứ ghê tởm.,LGBTQ+,Explicit HS
Gays are nazis.,Bọn đồng tính là phát xít.,LGBTQ+,Explicit HS
Trivialize gay men!,Xem thường bọn đồng tính nam đi!,LGBTQ+,Explicit HS
Gays are all perverts who practice depravity.,Bọn đồng tính đều là một lũ biến thái sống đời trụy lạc.,LGBTQ+,Explicit HS
LGBTs are a burden to society,Người đồng tính chỉ là gánh nặng cho xã hội mà thôi.,LGBTQ+,Explicit HS
Gays are just a bunch of disgusting animals trying to ruin other animals' lives.,Bọn đồng tính là lũ súc vật ghê tởm chỉ biết phá hoại cuộc sống của người khác.,LGBTQ+,Explicit HS
We need to stop accepting gays and lesbians.,"Chúng ta phải ngừng chấp nhận tụi đồng tính, không thể để chúng nó nhởn nhơ mãi được!",LGBTQ+,Explicit HS
