text,label
Người Bắc Kinh không thể cạnh tranh được với người Nam Kinh.,Implicit HS
Phụ nữ làm việc ngoài xã hội thường không có thời gian chăm sóc con cái tốt.,Implicit HS
Người đồng tính không nên bị kỳ thị và phân biệt như vậy.,Non HS
"Người gốc Á đều có trí tuệ cao, nhưng họ thiếu sự sáng tạo.",Implicit HS
"Người chuyển giới không nên được công nhận là phụ nữ hoặc nam giới, vì họ không sinh ra như vậy.",Explicit HS
Sự đa dạng về giới tính và sắc tộc góp phần tạo nên xã hội phong phú và đa dạng hơn.,Non HS
Người đồng tính không nên được phép kết hôn vì họ không thể sinh con.,Explicit HS
Sự phân biệt giới tính trong môi trường làm việc ảnh hưởng lớn tới sự tiến bộ của mỗi người.,Non HS
Người gốc Phi luôn gây rối và cướp bóc trong các khu phố.,Explicit HS
"Người phụ nữ nên dành thời gian chăm sóc gia đình, không nên lao động quá sức.",Implicit HS
"Tất cả mọi người đều có quyền được tôn trọng và hạnh phúc, không phân biệt giới tính hay sắc tộc.",Non HS
"Bạn gái anh chỉ biết ăn chơi, tiêu tiền như nước, chẳng biết làm gì ngoài việc dựa dẫm vào đàn ông.",Implicit HS
"Họ luôn nghĩ họ thông minh hơn chúng ta, coi thường mọi người, thật đáng ghét.",Implicit HS
"Tại sao phụ nữ cứ thích làm những điều phức tạp lên, đơn giản hóa vấn đề đi nào.",Implicit HS
"Đàn ông là trụ cột của gia đình, phụ nữ chỉ nên ở nhà chăm sóc gia đình và con cái.",Implicit HS
Người đồng tính này chắc chắn không thể trở thành một vị linh mục đúng nghĩa.,Explicit HS
Không biết có phải do ăn quá nhiều cơm chưa mà cái đám phụ nữ này toàn thích phô trương.,Implicit HS
"Những người da màu này thật thô lỗ và hỗn láo, họ không bao giờ hiểu được giá trị của nghệ thuật.",Explicit HS
"Trẻ con ngày nay thực sự kém cỏi, không thể so sánh với thế hệ chúng tôi.",Implicit HS
"Người giàu chỉ sống vì bản thân mình, họ không quan tâm đến cộng đồng.",Implicit HS
"Những người không biết nói tiếng Anh chỉ xứng đáng làm công việc chân tay, không nên học hành gì cao cả.",Explicit HS
Tại sao cô ta lại đeo nhiều khuyên ở tai như vậy? Thật là phản cảm.,Implicit HS
"Người da trắng mới thực sự tài giỏi, còn những người da khác thì chỉ biết làm việc nặng, không có trí tuệ.",Explicit HS
"Những người già yếu như họ không thể tự lo cho bản thân nữa, hoàn toàn phụ thuộc vào con cháu.",Implicit HS
"Người Hồi giáo không nên đến đất nước chúng ta, họ chỉ gây mất trật tự mà thôi.",Explicit HS
"Làm gì mà phải mặc quần áo màu sắc nổi bật như thế, ai nhìn thấy sẽ cảm thấy khó chịu.",Implicit HS
"Người nghèo chỉ nên làm việc chân tay, họ không đủ khả năng nắm giữ quyền lực.",Explicit HS
"Cô ta chỉ giỏi ăn mặc đẹp, chứ không có gì trong đầu cả.",Implicit HS
"Người châu Á chỉ biết làm việc, không có thời gian để tận hưởng cuộc sống.",Explicit HS
"Nếu bạn muốn thành công, hãy bỏ hết sở thích đi và tập trung vào công việc.",Implicit HS
"Người thiểu số sắc tộc không nên sống trong đất nước này, họ chỉ làm hỏng mọi thứ.",Explicit HS
"Tại sao bạn lại yêu một người luôn nói chuyện bằng giọng điệu đó, thật là buồn cười.",Implicit HS
Người gốc Phi không xứng đáng được bầu làm Tổng thống.,Explicit HS
Bạn không thể trở thành một nhà lãnh đạo nếu không biết cách nói chuyện trước đám đông.,Implicit HS
"Người đồng tính không nên dạy trẻ em, họ không biết cách giáo dục tốt.",Explicit HS
Sao bạn lại thích ăn đồ chiên rán như thế? Điều đó không hề tốt chút nào.,Implicit HS
"Người khuyết tật chỉ xứng đáng nhận trợ cấp, không thể làm được gì hơn.",Explicit HS
"Bạn đã từng đi làm từ thiện chưa? Nếu chưa, bạn nên thử xem, rất thú vị đấy.",Non HS
"Đàn ông không nên khóc, họ chỉ yếu đuối khi làm điều đó.",Implicit HS
"Người Hồi giáo không nên giảng dạy về lịch sử châu Âu, họ không hiểu rõ nền tảng văn hóa.",Explicit HS
"Sao anh lại mua một chiếc xe đạp điện, trông thật kỳ lạ.",Implicit HS
"Người châu Á không xứng đáng được bầu làm tổng thống, họ chỉ biết làm việc mà thôi.",Explicit HS
"Nếu bạn muốn trở thành một nhà thơ giỏi, bạn phải trải nghiệm cuộc sống nhiều hơn.",Implicit HS
"Người thiểu số sắc tộc không nên được bầu làm quan chức chính phủ, họ chỉ gây rối loạn.",Explicit HS
"Người đồng tính thật sự rất đáng xấu hổ, họ nên tìm cách cải chính ngay lập tức.",Explicit HS
"Chắc chắn phụ nữ chỉ giỏi việc nhà thôi, đàn bà đúng là yếu đuối.",Explicit HS
"Anh ta chắc hẳn là dân da màu, làm gì cũng không ra cái kiểu!",Explicit HS
"Cô kia chắc chắn là người Việt Nam, chắc chắn là lười biếng và tham nhũng.",Explicit HS
"Đàn ông thì chỉ biết đánh nhau, chẳng biết làm gì ngoài việc cãi cọ.",Explicit HS
"Người già này chắc chắn không hiểu gì cả, chỉ biết nói chuyện xưa cũ.",Explicit HS
"Không thể tin nổi, kẻ nào đó lại là Hồi giáo, chắc chắn là khủng bố.",Explicit HS
"Nhóm thiểu số này thật khó hiểu, chắc chắn họ chẳng biết điều gì cả.",Explicit HS
Tôi không thể tưởng tượng một người đồng tính sẽ dạy dỗ con cái như thế nào?,Implicit HS
Phụ nữ giỏi nhất vẫn chỉ giỏi việc nhà mà thôi.,Implicit HS
Chắc chắn những người da màu chỉ muốn sống nhờ vào chính sách xã hội.,Implicit HS
Người Việt Nam chắc chắn vẫn giữ tư duy lạc hậu của mình.,Implicit HS
Đàn ông không biết làm gì ngoài việc ra đường cãi cọ và gây gổ.,Implicit HS
Ai dám tin vào lời một người già sắp chết?,Implicit HS
"Hồi giáo đều sống theo giáo lý bạo lực, đúng không?",Implicit HS
Thói quen của nhóm thiểu số luôn làm rối loạn xã hội.,Implicit HS
Một thanh niên đồng tính sẽ không biết hướng dẫn con cái như một người cha bình thường.,Implicit HS
"Nếu một người phụ nữ làm quản lý, chắc chắn doanh nghiệp sẽ bị thua lỗ.",Implicit HS
"Người da màu không bao giờ làm được gì đúng đắn, họ chỉ gây rắc rối.",Explicit HS
Người Việt Nam chắc chắn không thể hiểu được những giá trị tiên tiến.,Implicit HS
Chắc chắn một người đàn ông đích thực sẽ không ngồi im khi người khác bắt nạt.,Implicit HS
Làm gì có ai già mà còn hiểu thời đại nữa?,Explicit HS
Ai lại tin rằng một người Hồi giáo sẽ bảo vệ người khác ngoài đạo của họ chứ?,Implicit HS
Nhóm thiểu số này luôn tìm cách làm hỏng mọi thứ.,Explicit HS
"Nếu không phải người đồng tính, anh ấy chắc chắn đã không nói thế.",Implicit HS
Người phụ nữ không thể lãnh đạo công ty hiệu quả như một người đàn ông.,Explicit HS
Người da màu không thể hiểu được tinh thần lao động công bằng.,Explicit HS
"Nếu không phải người Việt Nam, anh ấy chắc chắn đã không làm việc như vậy.",Implicit HS
Đàn ông tốt là người không bao giờ khóc.,Implicit HS
Người già không bao giờ theo kịp thời đại.,Explicit HS
Hồi giáo luôn coi phụ nữ chỉ như người hầu hạ.,Explicit HS
Nhóm thiểu số chắc chắn sẽ làm rối loạn mọi thứ.,Explicit HS
Người đồng tính chắc chắn không thể chăm sóc gia đình.,Explicit HS
Phụ nữ không thể lãnh đạo công ty lớn như đàn ông.,Explicit HS
"Đàn ông chỉ giỏi đánh nhau, không biết làm gì khác.",Explicit HS
"Người già chỉ nhớ về quá khứ, không hiểu hiện tại.",Explicit HS
Người Hồi giáo luôn chống lại tiến bộ.,Explicit HS
Nhóm thiểu số không thể hòa nhập với cộng đồng.,Explicit HS
Một người đồng tính không thể hiểu được tình yêu của một cặp đôi nam nữ.,Implicit HS
Phụ nữ chỉ giỏi việc nhà và nuôi dạy con cái.,Implicit HS
"Bạn gái của anh ta thật thảm họa, chắc hẳn cô ta chẳng hơn gì một con đĩ.",Explicit HS
Chắc chắn người châu Phi luôn có xu hướng sống lang thang và không có công việc ổn định.,Explicit HS
Nếu em không cố gắng học hành chăm chỉ thì tương lai chỉ còn biết tới nhà thờ.,Implicit HS
"Sao cô ấy chỉ có thể làm công nhân được, đàn bà mà.",Explicit HS
Người đồng tính thật đáng xấu hổ.,Explicit HS
Một người da màu làm tổng thống? Bạn đùa tôi à? Đúng là trò cười!,Implicit HS
"Chị gái tôi học giỏi hơn em trai, chắc chắn là nhờ cô ấy chăm chỉ hơn.",Non HS
"Tôi không biết sao người Nhật lại thích những món ăn kỳ quặc như sushi và sashimi, nhưng rõ ràng họ đang thưởng thức thứ gì đó khủng khiếp.",Implicit HS
"Cô giáo này chắc chắn là bị mù, không thể nào cô ấy không thấy được sai lầm của học sinh.",Implicit HS
"Tôi nghĩ rằng phụ nữ nên được khuyến khích tham gia vào lĩnh vực khoa học, vì họ cũng thông minh và tài năng như đàn ông.",Non HS
"Ai kia, lại là người Hồi giáo, chắc chắn lại đến để gây chuyện.",Explicit HS
"Có lẽ vì anh ta đã uống quá nhiều, nhưng hành động của anh ta giống như một kẻ say xỉn mất kiểm soát.",Implicit HS
"Đàn ông nên mạnh mẽ, nếu không họ sẽ yếu đuối như con gái.",Implicit HS
"Bà nội trợ thực sự tận hưởng cuộc sống, không cần phải lo lắng về tiền bạc hay sự nghiệp.",Non HS
"Đàn ông là người cung cấp cơm áo gạo tiền cho gia đình, vậy nên họ mới là trụ cột của xã hội.",Implicit HS
Những người Mỹ gốc Phi không làm gì tốt hơn ngoài việc gây rối và gây ra vấn đề.,Explicit HS
"Cô ấy làm gì mà cứ mặc áo ngắn, chắc chắn là muốn thu hút sự chú ý?",Implicit HS
"Dù bạn là ai, bạn đều xứng đáng được tôn trọng.",Non HS
"Người Tây Ban Nha chỉ biết chơi bóng đá, còn cái gì khác họ có thể làm?",Implicit HS
"Có vẻ như anh ấy là một chàng trai tốt, nhưng có vẻ như anh ấy không thích hợp với công việc này.",Implicit HS
Mọi người đều xứng đáng có được sự hạnh phúc trong cuộc sống.,Non HS
"Nếu bạn là người Do Thái, rõ ràng bạn phải giàu có và tham lam.",Explicit HS
"Có vẻ như cô ấy không biết điều gì là lịch sự, chắc chắn là do cô ấy được nuôi dạy ở một môi trường kém giáo dục.",Implicit HS
Không ai nên bị phán xét dựa trên nguồn gốc của họ.,Non HS
"Phụ nữ chỉ muốn mua sắm và chăm sóc gia đình, họ không biết gì về thế giới bên ngoài.",Implicit HS
"Anh ấy làm việc chăm chỉ mỗi ngày, chắc chắn anh ấy xứng đáng với thành công.",Non HS
"Họ không thể giúp gì ngoài việc gây rắc rối, đúng là người Trung Quốc.",Explicit HS
"Cô ấy chỉ ngồi đó và khóc, chắc chắn là cô ấy không đủ mạnh mẽ để đối mặt với cuộc sống.",Implicit HS
Ai cũng có quyền mơ ước và theo đuổi những điều họ muốn.,Non HS
"Người châu Á không có khả năng sáng tạo, họ chỉ sao chép những gì người khác đã làm.",Explicit HS
"Anh ta làm hỏng mọi việc, chắc chắn anh ta không có đủ kỹ năng để hoàn thành công việc.",Implicit HS
Mỗi người đều có quyền tự do lựa chọn phong cách sống của mình.,Non HS
"Họ không thể làm gì khác ngoài việc gây ra vấn đề, đúng là người Hồi giáo.",Explicit HS
"Chị ta chắc chắn không phải là người phù hợp cho vị trí này, dù chị ta rất thông minh.",Implicit HS
"Tất cả mọi người đều có quyền bình đẳng, không phụ thuộc vào bất kỳ yếu tố nào.",Non HS
"Anh/chị thật quá đáng xấu hổ, không biết xấu hổ gì cả, làm phụ nữ mà đi làm việc đàn ông thì ai mà thèm lấy làm vợ.",Implicit HS
"Không biết anh ta có phải là người H'Mông không nữa? Dáng vẻ ấy, cách ăn nói thế kia, chẳng lẽ khác nào những kẻ cướp?",Explicit HS
"Nếu cô gái này là người gốc Á, chắc chắn rằng cô ấy sẽ bị chế giễu, bởi vì ai ai cũng nghĩ chúng tôi đều giống nhau!",Implicit HS
"Đàn ông bây giờ không còn là đàn ông nữa, chỉ biết đi bợ đít lãnh đạo để kiếm lợi cho mình.",Implicit HS
"Họ luôn dùng sắc tộc để tạo ra mâu thuẫn, và họ cũng biết cách dùng nó để che giấu hành vi sai trái của chính họ.",Non HS
Đàn bà mà đi học cao đẳng thì thật phí phạm tiền bạc của bố mẹ.,Explicit HS
"Có rất nhiều người H'Mông đang sống ở đây, nhưng liệu họ có thể hòa nhập với cộng đồng không?",Implicit HS
"Người da màu thật sự rất tài năng, nhưng đáng tiếc khi xã hội chưa tạo đủ cơ hội cho họ.",Non HS
"Họ chỉ biết ngồi đó kêu gào đòi bình quyền, nhưng không hề muốn thay đổi mình.",Implicit HS
"Nếu bạn có da màu, chắc hẳn bạn sẽ cảm thấy khó khăn trong việc tìm kiếm công việc.",Implicit HS
"Tôi đã từng chứng kiến một người đồng tính nam, anh ấy thật sự rất đặc biệt.",Non HS
"Cô ta làm người mẫu thì cũng chỉ là cái vỏ bọc bên ngoài đẹp đẽ, bên trong thì rỗng tuếch.",Implicit HS
Một người da trắng luôn có lợi thế hơn so với người da màu trong việc tìm kiếm công việc.,Implicit HS
"Anh ta nói tiếng Tây Ban Nha rất đúng chuẩn, chắc chắn anh ta có gốc gác từ Tây Ban Nha.",Non HS
"Phụ nữ nên biết giữ gìn bản thân, tránh gây ra tai tiếng cho gia đình.",Explicit HS
Tại sao người đồng tính lại thường gặp phải sự phân biệt đối xử từ xã hội?,Non HS
"Đàn ông mà cứ suốt ngày lo chuyện bếp núc, coi bộ mất hết nam tính.",Explicit HS
Những người da màu không hề kém cạnh người da trắng trong bất kì lĩnh vực nào.,Non HS
Nếu cô ấy không phải là phụ nữ thì chắc chắn cô ấy sẽ không làm được việc đó.,Implicit HS
"Tôi đã từng chứng kiến sự can đảm của một người đồng tính nữ, cô ấy quả thực khiến tôi cảm phục.",Non HS
"Có nhiều người Việt Nam sống ở nước ngoài, nhưng liệu họ có còn giữ được truyền thống văn hóa của đất nước mình?",Implicit HS
"Người lao động nhập cư ở đây hầu hết đều làm việc vất vả, nhưng họ xứng đáng với cuộc sống tốt đẹp hơn.",Non HS
"Đàn bà yếu đuối quá, không thể tự quyết định được số phận của chính mình.",Explicit HS
"Có những phụ nữ đã trở thành doanh nhân thành đạt, nhưng họ vẫn bị phê phán về cách chăm sóc con cái.",Implicit HS
"Tôi không hiểu tại sao người đồng tính lại thích cuộc sống của họ, nhưng tôi tôn trọng sự lựa chọn của họ.",Non HS
"Những người thiểu số không biết tự trọng, không xứng đáng được tôn trọng.",Explicit HS
"Có rất nhiều phụ nữ độc lập, nhưng xã hội vẫn đặt nặng áp lực lên họ trong việc cân nhắc giữa công việc và gia đình.",Implicit HS
"Tôi thực sự ngưỡng mộ sự dũng cảm của một người đồng tính nữ, đã dám đứng lên đấu tranh cho quyền lợi của mình.",Non HS
"Người đồng tính thật đáng thương, họ chẳng biết rằng sống theo thiên chức của mình cũng đồng nghĩa với việc luôn bị cộng đồng phán xét và bài xích.",Implicit HS
"Bạn nhìn thằng kia kìa, chắc nó mới ra tù nên mới ăn mặc kiểu này chứ bộ.",Explicit HS
Không biết mấy bà gái trẻ bây giờ nghĩ gì mà thích lấy chồng già hơn tuổi nhiều thế.,Implicit HS
Tôi nghĩ những người lao động nhập cư nên được trả lương ít hơn so với người bản địa.,Implicit HS
"Cô ấy thật không xứng đáng, suốt ngày chỉ biết làm đẹp và tán gẫu với đám bạn xấu.",Explicit HS
Không biết người ta sống kiểu gì mà cứ thấy cô gái đó mặc đồ lòe loẹt và nói chuyện mất dạy vậy.,Explicit HS
"Thật nực cười khi thấy các anh chàng trẻ tuổi đua nhau làm tóc màu, nhuộm kiểu nữ tính, liệu đây có phải biểu hiện của xã hội suy đồi?",Implicit HS
"Đúng là đàn ông, chỉ cần nắm quyền là sẵn sàng làm những điều càn rỡ như đàn bà.",Explicit HS
Một xã hội mà phụ nữ càng ngày càng mạnh mẽ trong vai trò lãnh đạo thì sẽ trở thành một xã hội hỗn loạn.,Implicit HS
"Không thể tưởng tượng nổi sao anh ta lại kết hôn với một người đàn bà kém cỏi như thế, lẽ ra phải tìm kiếm một người tốt hơn.",Explicit HS
"Có vẻ như những người gốc Phi đang dần chiếm lĩnh đất nước chúng ta, thật khó khăn cho việc duy trì nền văn hóa truyền thống.",Implicit HS
Những người đồng tính không có tư cách làm bố mẹ vì họ không thể thực hiện đầy đủ thiên chức của cha mẹ.,Explicit HS
"Dạo gần đây, tôi cảm thấy như có quá nhiều người chuyển giới xuất hiện, điều này làm cho xã hội trở nên phức tạp và khó kiểm soát.",Implicit HS
"Cô ấy làm tôi phát sợ, toàn thân cứ bốc mùi như một con heo.",Explicit HS
"Thật đáng tiếc, khi chúng ta ngày càng trở nên xa rời văn hóa truyền thống và tôn trọng những nhóm xã hội thiểu số quá mức.",Implicit HS
Những người vô gia cư chỉ cần chăm chỉ làm việc thì cũng tự cải thiện cuộc sống của họ.,Non HS
"Tôi cho rằng, nếu chúng ta tiếp tục chấp nhận những người đồng tính trong xã hội, chúng ta sẽ mất đi những giá trị truyền thống.",Implicit HS
"Anh ta luôn coi thường phụ nữ, cho rằng chúng chỉ cần biết nấu ăn và sinh con, còn công việc chính là của đàn ông.",Explicit HS
Việc các thanh niên trẻ ngày nay lựa chọn sống độc thân thay vì kết hôn đang đặt ra một thách thức lớn cho xã hội.,Implicit HS
Tôi không hiểu tại sao cô ấy có thể làm được mọi thứ mà không cần đến sự giúp đỡ của đàn ông.,Explicit HS
"Các cô gái trẻ ngày nay thường xuyên lựa chọn quan hệ tình dục trước hôn nhân, điều này đang làm biến dạng cấu trúc gia đình truyền thống.",Implicit HS
"Anh ta chỉ có thể sống dựa vào sự trợ giúp của cộng đồng doanh nghiệp, không thể tự đứng vững trên đôi chân của mình.",Non HS
"Tôi không thể hiểu tại sao họ lại yêu một người cùng giới tính, thật khó hiểu.",Implicit HS
"Những người da màu thật sự khó tin, chỉ muốn hưởng thụ mà không chịu lao động.",Explicit HS
"Chúng ta đang sống trong một thời đại mà giới hạn giữa nam và nữ trở nên mờ nhạt, liệu chúng ta có cần giữ lại những quy tắc về giới tính nữa không?",Implicit HS
"Thật là buồn khi thấy những người chuyển giới cố gắng khẳng định mình là nữ, nhưng lại không thể bỏ được giọng nam trầm đặc trưng.",Explicit HS
"Đáng buồn thay, hiện nay các nhà lãnh đạo nữ vẫn chưa thực sự có được sự kính trọng cần thiết từ giới văn phòng.",Implicit HS
"Đàn bà chỉ biết khóc và làm phiền mọi người, không bao giờ có thể hiểu chuyện gì đang diễn ra.",Implicit HS
Họ thật là ngu ngốc khi nghĩ mình có thể làm gì đó tốt hơn chúng tôi.,Implicit HS
Tôi sẽ không bao giờ nói chuyện với một người Hồi giáo.,Explicit HS
Chắc chắn rằng đàn ông mới có thể hiểu được các vấn đề tài chính phức tạp này.,Implicit HS
Anh ấy chỉ là một thanh niên xấu số mà thôi.,Implicit HS
"Cô gái đó mặc quần đùi đi làm, thật quá đáng!",Explicit HS
Có vẻ như phụ nữ ở đây đều không thông minh như nam giới.,Implicit HS
Chúng tôi chỉ muốn giúp đỡ cộng đồng LGBTQ+ nhưng họ luôn chống lại.,Implicit HS
"Bạn không thể tin được những gì người da màu nói, họ đều đang lừa dối bạn.",Explicit HS
Nếu cô ấy không có cơ hội thì chắc chắn cô ấy không xứng đáng.,Implicit HS
"Những người già chỉ thích than vãn về những ngày xưa cũ, không làm gì được cả.",Implicit HS
Tôi sẽ không ăn cùng ai nếu họ là người Hồi giáo.,Explicit HS
Bạn không thể tin vào những gì phụ nữ nói; họ chỉ muốn gây rắc rối.,Implicit HS
Người Nhật không bao giờ thực sự biết cách thưởng thức cà phê Việt Nam.,Explicit HS
Họ chỉ muốn lên tiếng vì họ không có việc gì làm khác.,Implicit HS
"Không thể tin được, một người phụ nữ làm quản lý, họ không thể quyết định bất cứ điều gì.",Implicit HS
Người Trung Quốc đều là kẻ gian lận thương mại.,Explicit HS
"Nếu anh ta không có việc gì làm, hãy thử thay đổi môi trường làm việc.",Non HS
Chúng ta nên tìm hiểu thêm về các nền văn hóa khác nhau.,Non HS
Tôi rất tự hào về thành tích học tập của con tôi.,Non HS
Việc giáo dục giới tính dành cho trẻ vị thành niên nên được cởi mở hơn.,Non HS
Một người da trắng không bao giờ hiểu nổi cuộc sống của người da màu.,Explicit HS
Cần phải có thêm chương trình hỗ trợ cho những người khiếm thị.,Non HS
Phụ nữ có quyền hưởng lợi từ nền kinh tế như nam giới.,Non HS
Chúng ta cần phải tôn trọng quyền riêng tư của từng cá nhân.,Non HS
"Một số người giàu quá mức, họ không bao giờ thực sự hiểu cuộc sống của người nghèo.",Implicit HS
Tôi nghĩ rằng việc phân biệt giới tính trong tuyển dụng cần bị bãi bỏ.,Non HS
"Mọi người đều xứng đáng được đối xử công bằng, bất kể sắc tộc.",Non HS
"Đàn ông thường là những kẻ ích kỷ, chỉ biết nghĩ cho bản thân.",Implicit HS
Có vẻ như người da đen luôn được ưu đãi hơn trong tuyển dụng.,Implicit HS
Tôi thích phong cảnh ở nông thôn hơn vì sự bình yên và tĩnh lặng nó mang lại.,Non HS
Việc học tiếng Hàn sẽ giúp bạn mở rộng hiểu biết về văn hóa của họ.,Non HS
Phụ nữ nên được phép lái xe nếu họ muốn.,Non HS
"Người Mỹ gốc Phi luôn được đối xử bất công, họ đáng lẽ phải được hỗ trợ nhiều hơn.",Implicit HS
"Tôi thực sự thích món ăn của người Thái, rất cay và ngon.",Non HS
"Phụ nữ cũng nên được hưởng thụ kỳ nghỉ riêng của mình, giống như nam giới.",Non HS
"Họ đang chiến đấu vì quyền lợi của người thiểu số, điều đó đáng được khen ngợi.",Non HS
"Bạn ấy học kém thật đấy, đúng là ngu như bò.",Explicit HS
"Cô ta chắc chắn phải là đàn bà điên, chẳng có ai tốt như vậy trong giới nữ cả.",Implicit HS
"Anh ta thật sự là con chó nhà giàu, chỉ biết ăn chơi, không làm gì có ích.",Explicit HS
"Có vẻ người da màu đều không biết đọc sách, đúng không?",Explicit HS
"Đàn ông thực sự không nên làm những công việc dành cho phụ nữ như may vá, thêu thùa.",Implicit HS
"Tôi không nghĩ bạn ấy đáng được gọi là người, chỉ là cái máy mà thôi.",Explicit HS
Có vẻ như những người đồng tính chỉ muốn chú ý đến mình qua việc gây rối.,Implicit HS
Họ đều là những kẻ không xứng đáng sống.,Explicit HS
"Phụ nữ nên giữ im lặng, họ chỉ biết làm đẹp để thu hút đàn ông.",Implicit HS
"Họ chính là nguyên nhân gây ra vấn đề này, đám người vô dụng.",Explicit HS
Tại sao những người già luôn can thiệp vào cuộc sống của chúng tôi? Họ chẳng hiểu gì về thế hệ trẻ.,Implicit HS
"Nhóm người Hồi giáo quả là đáng sợ, họ luôn tìm cách kiểm soát mọi người.",Explicit HS
"Phụ nữ hiện nay thật quá tự do, họ không còn biết tôn trọng đàn ông nữa.",Implicit HS
Những kẻ vô gia cư chỉ xứng đáng bị bỏ rơi.,Explicit HS
Tôi không hiểu tại sao người ta lại muốn làm việc giúp đỡ những người khuyết tật. Họ không bao giờ có thể tự lực cánh sinh.,Implicit HS
Đúng là những người da màu chỉ giỏi ăn cắp và gây chuyện.,Explicit HS
"Phụ nữ chỉ biết khóc lóc, không biết xử lý tình huống.",Implicit HS
"Bạn ấy thật sự đáng sợ, giống như một con quái vật vậy.",Explicit HS
Tại sao giới trẻ ngày nay lại phải lo lắng quá nhiều về việc hòa mình vào xã hội? Họ chỉ muốn gây rắc rối.,Implicit HS
Người đồng tính thật sự không thể dạy dỗ được.,Explicit HS
"Phụ nữ chỉ biết chăm sóc con cái, không thể thành công trong sự nghiệp.",Implicit HS
Những người thiểu số thật sự không hiểu gì về văn hóa địa phương.,Explicit HS
Tại sao phụ nữ luôn muốn nắm quyền kiểm soát cuộc sống của mình? Họ chỉ muốn lấn át đàn ông.,Implicit HS
"Ông già ấy chỉ biết ăn uống, không làm được gì có ích.",Explicit HS
Tại sao phụ nữ lại phải cố gắng chứng minh mình mạnh mẽ như đàn ông? Họ chỉ làm hỏng mọi thứ.,Implicit HS
Những kẻ không có nhà chỉ biết gây rối.,Explicit HS
Những người Hồi giáo luôn muốn áp đặt quy tắc của họ lên tất cả mọi người.,Implicit HS
Không hiểu tại sao người ta lại yêu mến những người không có việc làm.,Explicit HS
"Phụ nữ chỉ biết khóc lóc, không thể đưa ra quyết định hợp lý.",Implicit HS
Những người da màu chỉ làm hỏng cuộc sống của chúng ta.,Explicit HS
Tại sao phụ nữ lại muốn khẳng định giá trị của mình? Họ chỉ làm mất đi sự quyến rũ.,Implicit HS
Những người vô gia cư chỉ biết gây rối.,Explicit HS
Tại sao phụ nữ không thể chấp nhận vai trò phụ thuộc? Họ chỉ muốn làm chủ cuộc sống của mình.,Implicit HS
Người đồng tính thật sự không thể hiểu được.,Explicit HS
"Phụ nữ không nên làm việc ngoài xã hội, họ chỉ làm rối mọi thứ.",Implicit HS
Các người Hồi giáo đều là khủng bố.,Explicit HS
Cô ấy chỉ có thể làm được công việc trợ lý vì những người phụ nữ đều yếu đuối.,Implicit HS
Tôi đã nghe anh ta nói chuyện rất khùng điên về các người da màu tối.,Explicit HS
Chắc chắn họ đã lấy học bổng chỉ vì là người đồng tính.,Implicit HS
Đàn ông nên làm chủ công việc nhà.,Non HS
Thật đáng tiếc khi một người như cô ấy lại trở thành chính trị gia.,Non HS
"Người châu Phi thật đáng thương khi phải sống trong nghèo khổ, họ thật ngu dốt.",Explicit HS
"Chắc chắn người đồng tính không thể là người tốt, đúng không?",Implicit HS
"Phụ nữ nên được quyền lựa chọn cho mình công việc mà họ muốn, bất kể đó là gì.",Non HS
"Tôi thấy khó chịu khi ai đó tự gọi mình là ""chủ nghĩa yêu nước"", nhưng thật ra lại chỉ là kẻ cơ hội.",Non HS
Các người Hồi giáo luôn cố gắng làm thay đổi thế giới theo tôn giáo của họ.,Implicit HS
"Họ chỉ biết đến việc phô trương quyền lực mà thôi, không hề quan tâm đến nhân dân.",Non HS
Những người đồng tính quả thực là một loài gây hại cho xã hội.,Explicit HS
"Người đàn ông này chỉ giỏi trong việc kiếm tiền mà thôi, còn quản lý tài chính thì không bao giờ ổn.",Implicit HS
"Phụ nữ cũng có thể đảm nhiệm vị trí lãnh đạo, và họ hoàn toàn có khả năng làm tốt điều đó.",Non HS
Tôi không hiểu tại sao có người lại coi việc làm mẹ là một công việc vất vả.,Non HS
Trẻ em nhập cư chỉ mang theo gánh nặng cho đất nước mới.,Implicit HS
"Đàn ông nên chăm sóc vợ và con cái, còn việc khác hãy để cho người phụ nữ lo.",Implicit HS
"Tôi thực sự tôn trọng những người lao động chân tay, dù họ có thể không có nhiều kiến thức nhưng vẫn cống hiến rất nhiều cho xã hội.",Non HS
Những người gốc Á chỉ biết làm việc chăm chỉ mà không bao giờ chơi đùa.,Implicit HS
Một người phụ nữ không xứng đáng làm chính trị gia chỉ vì họ sinh ra là nữ giới.,Explicit HS
Tôi tin rằng mỗi chúng ta đều có quyền tự do lựa chọn tôn giáo của mình.,Non HS
Người da trắng luôn nghĩ họ có quyền hơn người da màu.,Implicit HS
"Việc bảo vệ quyền lợi của người thiểu số là vô cùng quan trọng, điều này không chỉ giúp họ mà còn cho cả xã hội chúng ta nữa.",Non HS
Các người Do Thái chỉ chăm chăm theo đuổi tiền bạc.,Explicit HS
Tôi không thể tin rằng có người lại cho rằng giáo dục dành riêng cho tầng lớp ưu tú.,Non HS
Phụ nữ chẳng bao giờ hiểu rõ về kinh tế và tài chính.,Implicit HS
Chúng ta cần tập trung vào những cải cách giáo dục để giúp tất cả mọi người có cơ hội bình đẳng.,Non HS
"Người già chỉ biết ngồi nhà, không làm việc gì hữu ích.",Implicit HS
